Date,DJX,SPX,HKX,NKX,DAX,UKX
06/15/06,11015.19,1256.16,15435.08,14470.76,5422.22,5619.3
06/16/06,11014.55,1251.54,15842.65,14879.34,5376.01,5597.4
06/19/06,10942.11,1240.14,15768.86,14860.35,5439.23,5626.1
06/20/06,10974.84,1240.12,15608.97,14648.41,5493.61,5658.2
06/21/06,11079.46,1252.2,15659.36,14644.26,5503.41,5665
06/22/06,11019.11,1245.6,15826.7,15135.69,5533.42,5684.1
06/23/06,10989.09,1244.5,15808.81,15124.04,5529.74,5692.1
06/26/06,11045.28,1250.56,15804.81,15152.4,5514.63,5681.2
06/27/06,10924.74,1239.2,15774.7,15171.81,5459.15,5652.3
06/28/06,10973.56,1246,15742.66,14886.11,5456.87,5678.6
06/29/06,11190.8,1272.87,15865.22,15121.15,5581.67,5791.5
06/30/06,11150.22,1270.2,16267.62,15505.18,5683.31,5833.4
3/7/06,11228.02,1280.19,16326.66,15571.62,5712.69,5884.4
4/7/06,11228.02,1280.19,16368.98,15638.5,5729.01,5883.5
5/7/06,11151.82,1270.91,16267.18,15523.94,5625.63,5826.7
6/7/06,11225.3,1274.08,16440.99,15321.4,5695.47,5890
7/7/06,11090.67,1265.48,16459.78,15307.61,5681.85,5888.9
10/7/06,11103.55,1267.34,16603.81,15552.81,5706.32,5896.9
11/7/06,11134.77,1272.52,16490.13,15473.82,5616.04,5857.3
12/7/06,11013.18,1258.6,16522.21,15249.32,5637.82,5860.6
07/13/06,10846.29,1242.29,16305.48,15097.95,5527.29,5765
07/14/06,10739.35,1236.2,16135.71,14845.24,5422.22,5707.6
07/17/06,10747.36,1234.49,16064.82,14845.24,5416.96,5701
07/18/06,10799.23,1236.86,16043.94,14437.24,5396.85,5681.7
07/19/06,11011.42,1259.81,16097.54,14500.26,5539.29,5778
07/20/06,10928.1,1249.13,16472.62,14946.84,5545.82,5770.9
07/21/06,10868.38,1240.29,16464.18,14821.26,5451.01,5719.7
07/24/06,11051.05,1260.91,16480.59,14794.5,5578.05,5833.9
07/25/06,11103.71,1268.88,16583.86,15005.24,5565.76,5851.2
07/26/06,11102.51,1268.4,16617.24,14884.07,5583.1,5877.1
07/27/06,11100.43,1263.2,16916.77,15179.78,5659.07,5929.5
07/28/06,11219.7,1278.55,16955.04,15342.87,5705.42,5974.9
07/31/06,11185.68,1276.66,16971.34,15456.81,5681.97,5928.3
1/8/06,11125.73,1270.92,16911.37,15440.91,5596.74,5880.8
2/8/06,11199.93,1278.55,17032.75,15464.29,5680.82,5932.1
3/8/06,11242.59,1280.27,17048.42,15470.37,5640.03,5838.4
4/8/06,11240.35,1279.36,16887.8,15499.18,5723.03,5889.4
7/8/06,11219.38,1275.77,16953.55,15154.06,5626.67,5828.8
8/8/06,11173.59,1271.48,17048.2,15464.66,5651.92,5818.1
9/8/06,11076.18,1265.95,17346.58,15656.59,5702.81,5860.5
10/8/06,11124.37,1271.81,17222.14,15630.91,5630.96,5823.4
11/8/06,11088.03,1266.74,17249.95,15565.02,5628.37,5820.1
08/14/06,11097.87,1268.21,17290.01,15857.11,5692,5870.9
08/15/06,11230.26,1285.58,17274.07,15816.19,5776.8,5897.9
08/16/06,11327.12,1295.43,17451.03,16071.36,5812.94,5896.6
08/17/06,11334.96,1297.48,17373.05,16020.84,5833.51,5900.4
08/18/06,11381.47,1302.3,17330.7,16105.98,5817.02,5903.4
08/21/06,11345.05,1297.52,17007.88,15969.04,5794.83,5915.2
08/22/06,11339.84,1298.82,17149.75,16181.17,5818.41,5902.6
08/23/06,11297.9,1292.99,17088.39,16163.03,5775.54,5860
08/24/06,11304.46,1296.06,16883.04,15960.62,5814.08,5869.1
08/25/06,11284.05,1295.09,16955.45,15938.66,5811.47,5878.6
08/28/06,11352.01,1301.78,16922.29,15762.59,5854.99,5878.6
08/29/06,11369.94,1304.28,17083.28,15890.56,5847.02,5888.3
08/30/06,11382.91,1304.27,17284.71,15872.02,5867.53,5929.3
08/31/06,11381.15,1303.82,17392.27,16140.76,5859.57,5906.1
1/9/06,11464.15,1311.01,17423.72,16134.25,5876.54,5949.1
4/9/06,11464.15,1311.01,17513.88,16358.07,5909.72,5986.6
5/9/06,11469.28,1313.25,17438.8,16385.96,5884.07,5981.7
6/9/06,11406.2,1300.26,17258.51,16284.09,5813.06,5929.3
7/9/06,11331.44,1294.02,17096.44,16012.41,5773.72,5858.1
8/9/06,11392.11,1298.92,17145.76,16080.46,5795.26,5879.3
11/9/06,11396.84,1299.54,16948.59,15794.38,5798.46,5850.8
12/9/06,11498.09,1313.11,17075.4,15719.34,5873.85,5895.5
09/13/06,11543.32,1318.07,17210.04,15750.05,5906.12,5892.2
09/14/06,11527.39,1316.28,17183.45,15942.39,5907.37,5877.2
09/15/06,11560.77,1319.87,17237.65,15866.93,5937.87,5877
09/18/06,11555,1321.18,17387.21,15866.93,5926.33,5890.2
09/19/06,11540.91,1318.31,17346.7,15874.28,5873.46,5831.8
09/20/06,11613.19,1325.18,17512.96,15718.67,5954.38,5866.2
09/21/06,11533.23,1318.03,17619.97,15834.23,5962.03,5896.7
09/22/06,11508.1,1314.78,17600.65,15634.67,5883.32,5822.3
09/25/06,11575.81,1326.37,17546.04,15633.81,5901.66,5798.3
09/26/06,11669.39,1336.34,17308.08,15557.45,5960.63,5873.6
09/27/06,11689.24,1336.59,17521.51,15947.87,5989.71,5930.1
09/28/06,11718.45,1339.15,17530.57,16024.85,5989.16,5971.3
09/29/06,11679.07,1335.85,17543.05,16127.58,6004.33,5960.8
2/10/06,11670.35,1331.32,17543.05,16254.29,5999.46,5957.8
3/10/06,11727.34,1334.11,17606.53,16242.09,5992.22,5937.1
4/10/06,11850.61,1350.22,17629.21,16082.55,6046.37,5966.5
5/10/06,11866.69,1353.22,17907.67,16449.33,6075.28,6004.5
6/10/06,11850.21,1349.58,17903.39,16436.06,6085.82,6001.2
9/10/06,11857.81,1350.66,17675.24,16436.06,6084.4,6030.9
10/10/06,11867.17,1353.42,17823.7,16477.25,6117.71,6072.7
11/10/06,11852.13,1349.95,17862.79,16400.57,6119.45,6073.5
12/10/06,11947.7,1362.83,17873.09,16368.81,6160.28,6121.3
10/13/06,11960.51,1365.62,17988.86,16536.54,6173.68,6157.3
10/16/06,11980.6,1369.05,18010.2,16692.76,6186.54,6172.4
10/17/06,11950.02,1364.05,18014.84,16611.59,6115.1,6108.6
10/18/06,11992.68,1365.96,18048.09,16653,6182.78,6150.4
10/19/06,12011.73,1366.96,17986.97,16551.36,6177.42,6156
10/20/06,12002.37,1368.6,18113.55,16651.63,6202.82,6155.2
10/23/06,12116.91,1377.02,18089.85,16788.82,6242.91,6166.1
10/24/06,12127.88,1377.38,18153.41,16780.47,6247.52,6182.5
10/25/06,12134.68,1382.22,18157.94,16699.3,6264.92,6214.6
10/26/06,12163.66,1389.08,18353.74,16811.6,6284.19,6184.8
10/27/06,12090.26,1377.34,18297.55,16669.07,6262.54,6160.9
10/30/06,12086.5,1377.93,18297.55,16351.85,6258.19,6126.8
10/31/06,12080.73,1377.94,18324.35,16399.39,6268.92,6129.2
1/11/06,12031.02,1367.81,18453.65,16375.26,6291.9,6149.6
2/11/06,12018.54,1367.34,18714.78,16350.02,6223.33,6149.3
3/11/06,11986.04,1364.3,18749.69,16350.02,6241.15,6148.1
6/11/06,12105.55,1379.78,18936.55,16364.76,6330.65,6224.5
7/11/06,12156.77,1382.84,18939.31,16393.41,6361.96,6244
8/11/06,12176.54,1385.72,18811.24,16215.74,6349.26,6239
9/11/06,12103.3,1378.33,18952.86,16198.57,6358.68,6231.5
10/11/06,12108.43,1380.9,18891.14,16112.43,6357.77,6208.4
11/13/06,12131.88,1384.42,18868.54,16022.49,6393.73,6194.2
11/14/06,12218.01,1393.22,18878.42,16289.55,6387.38,6186.6
11/15/06,12251.71,1396.57,19093,16243.47,6430.89,6229.8
11/16/06,12305.82,1399.76,19154.07,16163.87,6443.02,6254.9
11/17/06,12342.56,1401.2,19182.71,16091.73,6412.36,6192
11/20/06,12316.54,1400.5,18954.63,15725.94,6452.33,6204.5
11/21/06,12321.59,1402.81,19008.3,15734.14,6460.39,6202.6
11/22/06,12326.95,1406.09,19250.79,15914.23,6476.13,6160.3
11/23/06,12326.95,1406.09,19265.32,15914.23,6475.25,6140
11/24/06,12280.17,1400.95,19260.3,15734.6,6411.96,6122.1
11/27/06,12121.71,1381.9,19204.01,15885.38,6298.17,6050.1
11/28/06,12136.45,1386.72,18639.53,15855.26,6281.68,6025.9
11/29/06,12226.73,1399.48,18780.93,16076.2,6363.8,6084.4
11/30/06,12221.93,1400.63,18960.48,16274.33,6309.19,6048.8
1/12/06,12194.13,1396.71,18690.82,16321.78,6241.13,6021.5
4/12/06,12283.85,1409.12,18702.73,16303.59,6295.23,6050.4
5/12/06,12331.6,1414.76,18944.19,16265.76,6372.8,6086.4
6/12/06,12309.25,1412.9,19026.36,16371.28,6369.51,6090.3
7/12/06,12278.41,1407.29,18842.99,16473.36,6413.03,6131.5
8/12/06,12307.49,1409.84,18739.99,16417.82,6427.41,6152.4
11/12/06,12328.48,1413.04,18924.66,16527.99,6469.42,6159.8
12/12/06,12315.58,1411.56,18907.17,16637.78,6476.17,6156.4
12/13/06,12317.5,1413.21,18718.19,16692.93,6520.77,6192.5
12/14/06,12416.76,1425.49,18919.4,16829.2,6552.58,6228
12/15/06,12445.52,1427.09,19110.65,16914.31,6588.83,6260
12/18/06,12441.27,1422.48,19192.91,16962.11,6597.25,6247.4
12/19/06,12471.32,1425.55,18964.55,16776.88,6553.51,6203.9
12/20/06,12463.87,1423.53,19240.12,17011.04,6586.91,6198.6
12/21/06,12421.25,1418.3,19222.84,17047.83,6573.96,6183.7
12/22/06,12343.22,1410.76,19320.52,17104.96,6503.13,6190
12/25/06,12343.22,1410.76,19320.52,17092.89,6503.13,6190
12/26/06,12407.63,1416.9,19320.52,17169.19,6503.13,6190
12/27/06,12510.57,1426.84,19725.73,17223.15,6608.86,6245.2
12/28/06,12501.52,1424.73,20001.91,17224.81,6611.81,6240.9
12/29/06,12463.15,1418.3,19964.72,17225.83,6596.92,6220.8
1/1/07,12463.15,1418.3,19964.72,17225.83,6596.92,6220.8
2/1/07,12463.15,1418.3,20310.18,17225.83,6681.13,6310.9
3/1/07,12474.52,1416.6,20413.39,17225.83,6691.32,6319
4/1/07,12480.69,1418.34,20025.58,17353.67,6674.4,6287
5/1/07,12398.01,1409.71,20211.28,17091.59,6593.09,6220.1
8/1/07,12423.49,1412.84,20029.66,17091.59,6607.59,6194.2
9/1/07,12416.6,1412.11,19898.08,17237.77,6614.37,6196.1
10/1/07,12442.16,1414.85,19568.34,16942.4,6566.56,6160.7
11/1/07,12514.98,1423.82,19385.37,16838.17,6687.3,6230.1
12/1/07,12556.08,1430.73,19613.41,17057.01,6705.17,6239
01/15/07,12556.08,1430.73,20068.56,17209.92,6731.74,6263.5
01/16/07,12582.59,1431.9,20027.95,17202.46,6716.82,6215.7
01/17/07,12577.15,1430.62,20064.57,17261.35,6701.7,6204.5
01/18/07,12567.93,1426.37,20277.51,17370.93,6689.62,6210.3
01/19/07,12565.53,1430.5,20327.72,17310.44,6747.17,6237.2
01/22/07,12477.16,1422.95,20772.22,17424.18,6687.31,6218.4
01/23/07,12533.8,1427.99,20769.7,17408.57,6678.93,6227.6
01/24/07,12621.77,1440.13,20821.05,17507.4,6748.37,6314.8
01/25/07,12502.56,1423.9,20669.83,17458.3,6719.58,6269.3
01/26/07,12487.02,1422.18,20281.13,17421.93,6690.34,6228
01/29/07,12490.78,1420.62,20236.68,17470.46,6726.01,6239.9
01/30/07,12523.31,1428.82,20460.46,17490.19,6788.23,6242
01/31/07,12621.69,1438.24,20106.42,17383.42,6789.11,6203.1
1/2/07,12673.68,1445.94,20430.16,17519.5,6851.28,6282.2
2/2/07,12653.49,1448.39,20563.68,17547.11,6885.76,6310.9
5/2/07,12661.74,1446.99,20455.62,17344.8,6874.06,6317.9
6/2/07,12666.31,1448,20655.2,17406.86,6875.7,6346.3
7/2/07,12666.87,1450.02,20679.69,17292.32,6915.56,6369.5
8/2/07,12637.63,1448.31,20735.05,17292.48,6876.73,6346.4
9/2/07,12580.83,1438.06,20677.66,17504.33,6911.11,6382.8
12/2/07,12552.55,1433.37,20593.41,17504.33,6859.45,6353.5
02/13/07,12654.85,1444.26,20132.25,17621.45,6895.34,6381.8
02/14/07,12741.86,1455.3,20209.91,17752.64,6961.18,6421.2
02/15/07,12765.01,1456.81,20538.42,17897.23,6958.62,6433.3
02/16/07,12767.57,1455.54,20567.91,17875.65,6957.07,6419.5
02/19/07,12767.57,1455.54,20567.91,17940.09,6987.08,6444.4
02/20/07,12786.64,1459.68,20567.91,17939.12,6982.91,6412.3
02/21/07,12738.41,1457.63,20651.42,17913.21,6941.66,6357.1
02/22/07,12686.02,1456.38,20809.23,18108.79,6973.73,6380.9
02/23/07,12647.48,1451.19,20711.65,18188.42,6992.58,6401.5
02/26/07,12632.26,1449.37,20507.95,18215.35,7027.59,6434.7
02/27/07,12216.24,1399.04,20147.87,18119.92,6819.65,6286.1
02/28/07,12268.63,1406.82,19651.51,17604.12,6715.44,6171.5
1/3/07,12234.34,1403.17,19346.6,17453.51,6640.24,6116
2/3/07,12114.1,1387.17,19442.01,17217.93,6603.32,6116.2
5/3/07,12050.41,1374.12,18664.88,16642.25,6534.57,6058.7
6/3/07,12207.59,1395.41,19058.56,16844.5,6595,6138.5
7/3/07,12192.45,1391.97,18918.64,16764.62,6617.75,6156.5
8/3/07,12260.7,1401.89,19175.17,17090.31,6713.23,6227.7
9/3/07,12276.32,1402.85,19134.88,17164.04,6716.52,6245.2
12/3/07,12318.62,1406.6,19442.42,17292.39,6715.49,6233.3
03/13/07,12075.96,1377.95,19333.14,17178.84,6623.99,6161.2
03/14/07,12133.4,1387.17,18836.93,16676.89,6447.7,6000.7
03/15/07,12159.68,1392.28,18969.44,16860.39,6585.47,6133.2
03/16/07,12110.41,1386.95,18953.5,16744.15,6579.87,6130.6
03/19/07,12226.17,1402.06,19266.74,17009.55,6671.41,6189.4
03/20/07,12288.1,1410.94,19356.9,17163.2,6700.29,6220.3
03/21/07,12447.52,1435.04,19516.41,17163.2,6712.06,6256.8
03/22/07,12461.14,1434.54,19690.25,17419.2,6856.96,6318
03/23/07,12481.01,1436.11,19692.64,17480.61,6899.06,6339.4
03/26/07,12469.07,1437.5,19765.85,17521.96,6828.82,6291.9
03/27/07,12397.29,1428.61,19706.79,17365.05,6858.34,6292.6
03/28/07,12300.36,1417.23,19553.87,17254.73,6816.89,6267.2
03/29/07,12348.75,1422.53,19821.78,17263.94,6897.08,6324.2
03/30/07,12354.35,1420.86,19800.93,17287.65,6917.03,6308
2/4/07,12382.3,1424.55,19809.7,17028.41,6937.17,6315.5
3/4/07,12510.3,1437.77,20002.7,17244.05,7045.56,6366.1
4/4/07,12530.05,1439.37,20209.71,17544.09,7073.91,6364.7
5/4/07,12560.2,1443.76,20209.71,17491.42,7099.91,6397.3
6/4/07,12560.2,1443.76,20209.71,17484.78,7099.91,6397.3
9/4/07,12569.14,1444.61,20209.71,17743.76,7099.91,6397.3
10/4/07,12573.85,1448.39,20347.87,17664.69,7166.67,6417.8
11/4/07,12484.62,1438.87,20449.43,17670.07,7152.83,6413.3
12/4/07,12552.96,1447.8,20380.21,17540.42,7142.95,6416.4
04/13/07,12612.13,1452.85,20340.97,17363.95,7212.07,6462.4
04/16/07,12720.46,1468.47,20757.53,17628.3,7338.06,6516.2
04/17/07,12773.04,1471.48,20788.61,17527.45,7348.83,6497.8
04/18/07,12803.84,1472.5,20777.09,17667.33,7282.34,6449.4
04/19/07,12808.63,1470.73,20299.71,17371.97,7242.73,6440.6
04/20/07,12961.98,1484.35,20566.59,17452.62,7342.54,6486.8
04/23/07,12919.4,1480.93,20556.57,17455.37,7335.62,6479.7
04/24/07,12953.94,1480.41,20572.8,17451.77,7270.32,6429.5
04/25/07,13089.89,1495.42,20536.78,17236.16,7343.08,6461.9
04/26/07,13105.5,1494.25,20667.29,17429.17,7387.02,6469.4
04/27/07,13120.94,1494.07,20526.5,17400.41,7378.12,6418.7
04/30/07,13062.91,1482.37,20318.98,17400.41,7408.87,6449.2
1/5/07,13136.14,1486.3,20318.98,17274.98,7408.87,6419.6
2/5/07,13211.88,1495.92,20388.49,17394.92,7455.93,6484.5
3/5/07,13241.38,1502.39,20681.58,17394.92,7476.69,6537.8
4/5/07,13264.62,1505.62,20841.08,17394.92,7516.76,6603.7
7/5/07,13312.97,1509.48,20896.64,17669.83,7525.69,6603.7
8/5/07,13309.07,1507.72,20706.35,17656.84,7442.2,6550.4
9/5/07,13362.87,1512.58,20844.78,17748.12,7475.99,6549.6
10/5/07,13215.13,1491.47,20746.27,17736.96,7415.33,6524.1
11/5/07,13326.22,1505.85,20468.21,17553.72,7479.34,6565.7
05/14/07,13346.78,1503.15,20979.24,17677.94,7459.61,6555.5
05/15/07,13383.84,1501.19,20868.15,17512.98,7505.35,6568.6
05/16/07,13487.53,1514.14,20937.26,17529,7481.25,6559.5
05/17/07,13476.73,1512.75,20994.61,17498.6,7499.5,6579.3
05/18/07,13556.53,1522.75,20904.84,17399.58,7607.54,6640.9
05/21/07,13542.88,1525.1,20927.75,17556.87,7619.31,6636.8
05/22/07,13539.95,1524.12,20843.92,17680.05,7659.39,6606.6
05/23/07,13525.65,1522.28,20798.97,17705.12,7735.88,6616.4
05/24/07,13441.13,1507.51,20798.97,17696.97,7697.38,6565.4
05/25/07,13507.28,1515.73,20520.66,17481.21,7739.2,6570.5
05/28/07,13507.28,1515.73,20529.76,17587.59,7739.2,6570.5
05/29/07,13521.34,1518.11,20469.59,17672.56,7781.04,6606.5
05/30/07,13633.08,1530.23,20293.76,17588.26,7764.97,6602.1
05/31/07,13627.64,1530.62,20634.47,17875.75,7883.04,6621.4
1/6/07,13668.11,1536.34,20602.87,17958.88,7987.85,6676.7
4/6/07,13676.32,1539.18,20729.59,17973.42,7976.79,6664.1
5/6/07,13595.46,1530.95,20842.15,18053.81,7919.83,6632.8
6/6/07,13465.67,1517.38,20818.61,18040.93,7730.05,6522.7
7/6/07,13266.73,1490.72,20800.16,18053.38,7618.61,6505.1
8/6/07,13424.39,1507.67,20509.15,17779.09,7590.5,6505.1
11/6/07,13424.96,1509.12,20615.49,17834.48,7706.1,6567.5
12/6/07,13295.01,1493,20636.39,17760.91,7678.26,6520.4
06/13/07,13482.35,1515.67,20578.75,17732.77,7680.76,6559.6
06/14/07,13553.72,1522.97,20867.26,17842.29,7849.16,6649.9
06/15/07,13639.48,1532.91,21017.05,17971.49,8030.64,6732.4
06/18/07,13612.98,1531.05,21582.89,18149.52,8036.12,6703.5
06/19/07,13635.42,1533.7,21582.89,18163.61,8033.52,6650.2
06/20/07,13489.42,1512.84,21684.67,18211.68,8090.49,6649.3
06/21/07,13545.84,1522.19,21954.67,18240.3,7964.71,6596
06/22/07,13360.26,1502.56,21999.91,18188.63,7949.63,6567.4
06/25/07,13352.05,1497.74,21822.35,18087.48,7930.61,6588.4
06/26/07,13337.66,1492.89,21803.57,18066.11,7860.52,6559.3
06/27/07,13427.73,1506.34,21705.56,17849.28,7801.23,6527.6
06/28/07,13422.28,1505.71,21938.22,17932.27,7921.36,6571.3
06/29/07,13408.62,1503.35,21772.73,18138.36,8007.32,6607.9
2/7/07,13535.43,1519.43,21772.73,18146.3,7958.24,6590.6
3/7/07,13577.3,1524.87,22151.14,18149.9,8050.68,6639.8
4/7/07,13577.3,1524.87,22218.55,18168.72,8075.26,6673.1
5/7/07,13565.84,1525.4,22252.99,18221.48,7987.13,6635.2
6/7/07,13611.68,1530.44,22531.74,18140.94,8048.32,6690.1
9/7/07,13649.97,1531.85,22817.43,18261.98,8077.39,6712.7
10/7/07,13501.7,1510.12,22885.84,18252.67,7964.76,6630.9
11/7/07,13577.87,1518.76,22607.02,18049.51,7898.54,6615.1
12/7/07,13861.73,1547.7,22809.02,17984.14,8053.43,6697.7
07/13/07,13907.25,1552.5,23099.29,18238.95,8092.77,6716.7
07/16/07,13950.98,1549.52,22953.94,18238.95,8105.69,6697.7
07/17/07,13971.55,1549.37,23057.3,18217.27,8038.21,6659.1
07/18/07,13918.22,1546.17,22841.92,18015.58,7893.61,6567.1
07/19/07,14000.41,1553.08,23016.2,18116.57,7991.21,6640.2
07/20/07,13851.08,1534.1,23291.9,18157.93,7874.85,6585.2
07/23/07,13943.42,1541.57,23365.56,17963.64,7944.21,6624.4
07/24/07,13716.95,1511.04,23472.88,18002.03,7806.79,6498.7
07/25/07,13785.07,1518.09,23362.18,17858.42,7692.55,6454.3
07/26/07,13473.57,1482.66,23211.69,17702.09,7508.96,6251.2
07/27/07,13265.47,1458.95,22570.41,17283.81,7451.68,6215.2
07/30/07,13358.31,1473.91,22739.9,17289.3,7456.31,6206.1
07/31/07,13211.99,1455.27,23184.94,17248.89,7584.14,6360.1
1/8/07,13362.37,1465.81,22455.36,16870.98,7473.93,6250.6
2/8/07,13463.33,1472.2,22443.25,16984.11,7534.13,6300.3
3/8/07,13181.91,1433.06,22538.44,16979.86,7435.67,6224.3
6/8/07,13468.78,1467.67,21936.73,16914.46,7444.45,6189.1
7/8/07,13504.3,1476.71,21907.99,16921.77,7513.66,6308.8
8/8/07,13657.86,1497.49,22536.67,17029.28,7605.94,6393.9
9/8/07,13270.68,1453.09,22439.36,17170.6,7453.59,6271.2
10/8/07,13239.54,1453.64,21792.71,16764.09,7343.26,6038.3
08/13/07,13236.53,1452.92,21891.1,16800.05,7474.33,6219
08/14/07,13028.92,1426.54,22007.32,16844.61,7425.07,6143.5
08/15/07,12861.47,1406.7,21375.72,16475.61,7445.9,6109.3
08/16/07,12845.78,1411.27,20672.39,16148.49,7270.07,5858.9
08/17/07,13079.08,1445.94,20387.13,15273.68,7378.29,6064.2
08/20/07,13121.35,1445.55,21595.63,15732.48,7407.53,6078.7
08/21/07,13090.86,1447.12,21729.35,15901.34,7424.75,6086.1
08/22/07,13236.13,1464.07,22346.88,15900.64,7500.48,6196
08/23/07,13235.88,1462.5,22966.97,16316.32,7511.96,6196.9
08/24/07,13378.87,1479.37,22921.89,16248.97,7507.27,6220.1
08/27/07,13322.13,1466.79,23577.73,16301.39,7485.99,6220.1
08/28/07,13041.85,1432.36,23363.76,16287.49,7430.24,6102.2
08/29/07,13289.29,1463.76,23020.6,16012.83,7439.18,6132.2
08/30/07,13238.73,1457.64,23484.54,16153.82,7519.94,6212
08/31/07,13357.74,1473.99,23984.14,16569.09,7638.17,6303.3
3/9/07,13357.74,1473.99,23904.09,16524.93,7648.58,6315.2
4/9/07,13448.86,1489.42,23886.07,16420.47,7721.77,6376.8
5/9/07,13305.47,1472.29,24069.17,16158.45,7588.03,6270.7
6/9/07,13363.35,1478.55,24050.4,16257,7621.72,6313.3
7/9/07,13113.38,1453.55,23982.61,16122.16,7436.63,6191.2
10/9/07,13127.85,1451.7,23999.7,15764.97,7375.44,6134.1
11/9/07,13308.39,1471.49,23952.24,15877.67,7457.9,6280.7
12/9/07,13291.65,1471.56,24310.14,15797.6,7472.99,6306.2
09/13/07,13424.88,1483.95,24537.02,15821.19,7535.97,6363.9
09/14/07,13442.52,1484.25,24898.11,16127.42,7497.74,6289.3
09/17/07,13403.42,1476.65,24599.34,16127.42,7479.85,6182.8
09/18/07,13739.39,1519.78,24576.85,15801.8,7575.21,6283.3
09/19/07,13815.56,1529.03,25554.64,16381.54,7750.84,6460
09/20/07,13766.7,1518.75,25701.13,16413.79,7735.09,6429
09/21/07,13820.19,1525.75,25843.78,16312.61,7794.43,6456.7
09/24/07,13759.06,1517.73,26551.94,16312.61,7787.92,6465.9
09/25/07,13778.65,1517.21,26430.29,16401.73,7769.44,6396.9
09/26/07,13878.15,1525.42,26430.29,16435.74,7804.15,6433
09/27/07,13912.94,1531.38,27065.15,16832.22,7853.79,6486.4
09/28/07,13895.63,1526.75,27142.47,16785.69,7861.51,6466.8
1/10/07,14087.55,1547.04,27142.47,16845.96,7922.42,6506.2
2/10/07,14047.31,1546.63,28199.75,17046.78,7946.79,6500.4
3/10/07,13968.05,1539.59,27479.94,17199.89,7955.3,6535.2
4/10/07,13974.31,1542.84,26973.98,17092.49,7944.99,6547.9
5/10/07,14066.01,1557.59,27831.52,17065.04,8002.18,6595.8
8/10/07,14043.73,1552.58,27770.29,17065.04,7974.37,6540.9
9/10/07,14164.53,1565.15,28228.04,17159.9,7980.44,6615.4
10/10/07,14078.69,1562.47,28569.33,17177.89,7986.57,6633
11/10/07,14015.12,1554.41,29133.02,17458.98,8033.69,6724.5
12/10/07,14093.08,1561.8,28838.37,17331.17,8041.26,6730.7
10/15/07,13984.8,1548.71,29540.78,17358.15,7969.47,6644.5
10/16/07,13912.94,1538.53,28954.55,17137.92,7962.64,6614.3
10/17/07,13892.54,1541.24,29298.71,16955.31,7985.41,6677.7
10/18/07,13888.96,1540.08,29465.05,17106.09,7921.4,6609.4
10/19/07,13522.02,1500.63,29465.05,16814.37,7884.12,6527.9
10/22/07,13566.97,1506.33,28373.63,16438.47,7794.94,6459.3
10/23/07,13676.23,1519.59,29376.86,16450.58,7842.79,6514
10/24/07,13675.25,1515.88,29333.53,16358.39,7828.96,6482
10/25/07,13671.92,1514.4,29854.49,16284.17,7932.44,6576.3
10/26/07,13806.7,1535.28,30405.22,16505.63,7949.17,6661.3
10/29/07,13870.26,1540.98,31586.9,16698.08,8009.67,6706
10/30/07,13792.47,1531.02,31638.22,16651.01,7977.94,6659
10/31/07,13930.01,1549.38,31352.58,16737.63,8019.22,6721.6
1/11/07,13567.87,1508.44,31492.88,16870.4,7880.85,6586.1
2/11/07,13595.1,1509.65,30468.34,16517.48,7849.49,6530.6
5/11/07,13543.4,1502.17,28942.32,16268.92,7807.55,6461.4
6/11/07,13660.94,1520.27,29438.13,16249.63,7827.19,6474.9
7/11/07,13300.02,1475.62,29708.93,16096.68,7799.62,6385.1
8/11/07,13266.29,1474.77,28760.22,15771.57,7819.47,6381.9
9/11/07,13042.74,1453.7,28783.41,15583.42,7812.4,6304.9
12/11/07,12987.55,1439.18,27665.73,15197.09,7806.84,6337.9
11/13/07,13307.09,1481.05,27803.35,15126.63,7777.56,6362.4
11/14/07,13231.01,1470.58,29166.01,15499.56,7783.11,6432.1
11/15/07,13110.05,1451.15,28751.21,15396.3,7667.03,6359.6
11/16/07,13176.79,1458.74,27614.43,15154.61,7612.26,6291.2
11/19/07,12958.44,1433.27,27460.17,15042.56,7511.97,6120.8
11/20/07,13010.14,1439.7,27771.21,15211.52,7630.31,6226.5
11/21/07,12799.04,1416.77,26618.19,14837.66,7518.42,6070.9
11/22/07,12799.04,1416.77,26004.92,14888.77,7562.1,6155.3
11/23/07,12980.88,1440.7,26541.09,14888.77,7608.96,6262.1
11/26/07,12743.44,1407.22,27626.62,15135.21,7567.36,6180.5
11/27/07,12958.44,1428.23,27210.21,15222.85,7531.35,6140.7
11/28/07,13289.45,1469.02,27371.24,15153.78,7723.66,6306.2
11/29/07,13311.73,1469.72,28482.54,15513.74,7765.19,6349.1
11/30/07,13371.72,1481.14,28643.61,15680.67,7870.52,6432.5
3/12/07,13314.57,1472.42,28658.42,15628.97,7837.26,6386.6
4/12/07,13248.73,1462.79,28879.59,15480.19,7808.94,6315.2
5/12/07,13444.96,1485.01,29345.45,15608.88,7944.77,6493.8
6/12/07,13619.89,1507.34,29558.92,15874.08,7940.58,6485.6
7/12/07,13625.58,1504.66,28842.47,15956.37,7994.07,6554.9
10/12/07,13727.03,1515.96,28501.1,15924.39,8033.36,6565.4
11/12/07,13432.77,1477.65,29226.84,16044.72,8009.42,6536.9
12/12/07,13473.9,1486.59,28521.06,15932.26,8076.12,6559.8
